Description,country,commodity,fac_name,latitude,longitude,capacity,symbol,Company_Type,Volume,Close,Date
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,2517049.0,60.17,2021-01-08
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1168474.0,59.72,2021-01-07
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1935087.0,58.73,2021-01-06
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1049052.0,56.61,2021-01-05
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1480280.0,55.07,2021-01-04
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,673974.0,53.03,2020-12-31
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,826692.0,53.44,2020-12-30
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,991311.0,53.42,2020-12-29
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,593304.0,53.01,2020-12-28
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,267143.0,52.78,2020-12-24
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,965825.0,53.21,2020-12-23
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,729519.0,52.32,2020-12-22
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1363660.0,53.23,2020-12-21
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1432878.0,53.19,2020-12-18
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,940032.0,53.87,2020-12-17
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,757439.0,53.09,2020-12-16
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,784828.0,52.85,2020-12-15
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,868909.0,51.74,2020-12-14
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,828357.0,52.74,2020-12-11
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1197788.0,52.73,2020-12-10
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,953612.0,51.48,2020-12-09
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1138126.0,51.53,2020-12-08
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,776786.0,51.41,2020-12-07
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,888407.0,52.02,2020-12-04
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1148648.0,50.89,2020-12-03
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1669177.0,49.5,2020-12-02
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1343772.0,47.15,2020-12-01
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1775045.0,45.46,2020-11-30
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1557621.0,46.6,2020-11-27
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1124460.0,47.14,2020-11-25
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1736171.0,47.86,2020-11-24
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1147369.0,45.13,2020-11-23
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,626906.0,43.92,2020-11-20
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1394264.0,43.37,2020-11-19
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1183921.0,43.53,2020-11-18
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1921626.0,43.78,2020-11-17
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1440499.0,44.22,2020-11-16
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,718811.0,43.28,2020-11-13
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1347880.0,42.57,2020-11-12
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1525242.0,43.88,2020-11-11
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1573329.0,43.85,2020-11-10
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,2249379.0,43.18,2020-11-09
BHP Billiton Mitsubishi Alliance,Australia,Coal,Broadmeadow open pit/undergound coal mine,-21.78,148.14,3000,BBL,Public,1293528.0,41.81,2020-11-06
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1646568.0,58.09,2021-04-01
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1981980.0,57.86,2021-03-31
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2356518.0,58.07,2021-03-30
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2053201.0,57.78,2021-03-29
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1729003.0,58.22,2021-03-26
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1798077.0,55.98,2021-03-25
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2016131.0,56.12,2021-03-24
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1838919.0,56.03,2021-03-23
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1339498.0,57.12,2021-03-22
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1868100.0,57.1,2021-03-19
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1841062.0,57.79,2021-03-18
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2186602.0,58.83,2021-03-17
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1812121.0,59.12,2021-03-16
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1865053.0,59.8,2021-03-15
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1885100.0,60.98,2021-03-12
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2430700.0,61.04,2021-03-11
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,3866300.0,59.77,2021-03-10
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,3263400.0,61.73,2021-03-09
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,3318000.0,61.9,2021-03-08
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2961400.0,62.17,2021-03-05
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,4210063.0,61.53,2021-03-04
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,3005129.0,66.17,2021-03-03
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1869844.0,65.91,2021-03-02
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1710290.0,65.1,2021-03-01
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2237400.0,63.23,2021-02-26
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2229025.0,64.96,2021-02-25
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1367981.0,66.24,2021-02-24
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1913652.0,64.96,2021-02-23
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1314232.0,64.47,2021-02-22
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1454236.0,63.71,2021-02-19
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1241592.0,62.69,2021-02-18
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1316529.0,62.42,2021-02-17
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2209399.0,62.6,2021-02-16
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1121573.0,59.07,2021-02-12
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1074073.0,58.35,2021-02-11
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1724179.0,58.48,2021-02-10
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1660773.0,58.14,2021-02-09
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1245687.0,58.13,2021-02-08
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1297897.0,56.55,2021-02-05
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,916486.0,55.74,2021-02-04
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2017158.0,55.87,2021-02-03
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1269597.0,55.73,2021-02-02
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1865142.0,56.46,2021-02-01
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1435731.0,54.62,2021-01-29
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1947141.0,56.66,2021-01-28
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,4422375.0,55.84,2021-01-27
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1601816.0,58.19,2021-01-26
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1347481.0,57.7,2021-01-25
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1303463.0,58.27,2021-01-22
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1545672.0,58.97,2021-01-21
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1553049.0,59.42,2021-01-20
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1570551.0,57.99,2021-01-19
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1202050.0,57.64,2021-01-15
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1047854.0,60.54,2021-01-14
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1045819.0,57.95,2021-01-13
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,850208.0,58.91,2021-01-12
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1172437.0,58.23,2021-01-11
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2517049.0,60.17,2021-01-08
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1168474.0,59.72,2021-01-07
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1935087.0,58.73,2021-01-06
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1049052.0,56.61,2021-01-05
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1480280.0,55.07,2021-01-04
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,673974.0,53.03,2020-12-31
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,826692.0,53.44,2020-12-30
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,991311.0,53.42,2020-12-29
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,593304.0,53.01,2020-12-28
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,267143.0,52.78,2020-12-24
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,965825.0,53.21,2020-12-23
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,729519.0,52.32,2020-12-22
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1363660.0,53.23,2020-12-21
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1432878.0,53.19,2020-12-18
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,940032.0,53.87,2020-12-17
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,757439.0,53.09,2020-12-16
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,784828.0,52.85,2020-12-15
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,868909.0,51.74,2020-12-14
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,828357.0,52.74,2020-12-11
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1197788.0,52.73,2020-12-10
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,953612.0,51.48,2020-12-09
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1138126.0,51.53,2020-12-08
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,776786.0,51.41,2020-12-07
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,888407.0,52.02,2020-12-04
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1148648.0,50.89,2020-12-03
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1669177.0,49.5,2020-12-02
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1343772.0,47.15,2020-12-01
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1775045.0,45.46,2020-11-30
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1557621.0,46.6,2020-11-27
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1124460.0,47.14,2020-11-25
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1736171.0,47.86,2020-11-24
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1147369.0,45.13,2020-11-23
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,626906.0,43.92,2020-11-20
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1394264.0,43.37,2020-11-19
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1183921.0,43.53,2020-11-18
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1921626.0,43.78,2020-11-17
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1440499.0,44.22,2020-11-16
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,718811.0,43.28,2020-11-13
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1347880.0,42.57,2020-11-12
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1525242.0,43.88,2020-11-11
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1573329.0,43.85,2020-11-10
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,2249379.0,43.18,2020-11-09
BHP Billiton Ltd.,Australia,Coal,West Cliff longwall coal mine,-34.22,150.82,2300,BBL,Public,1293528.0,41.81,2020-11-06
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1646568.0,58.09,2021-04-01
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1981980.0,57.86,2021-03-31
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,2356518.0,58.07,2021-03-30
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,2053201.0,57.78,2021-03-29
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1729003.0,58.22,2021-03-26
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1798077.0,55.98,2021-03-25
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,2016131.0,56.12,2021-03-24
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1838919.0,56.03,2021-03-23
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1339498.0,57.12,2021-03-22
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1868100.0,57.1,2021-03-19
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1841062.0,57.79,2021-03-18
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,2186602.0,58.83,2021-03-17
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1812121.0,59.12,2021-03-16
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1865053.0,59.8,2021-03-15
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,1885100.0,60.98,2021-03-12
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,2430700.0,61.04,2021-03-11
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,3866300.0,59.77,2021-03-10
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,3263400.0,61.73,2021-03-09
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,3318000.0,61.9,2021-03-08
BHP Billiton Ltd.,Australia,Cobalt,Yabulu nickel-cobalt refinery,-19.2,146.61,3,BBL,Public,2961400.0,62.17,2021-03-05
